identifier,title,short_desc,description,category,sub-category,type,price,icon,tags,labels,from-version,url,deeplink,ranks,validity-range,TTL
WT01,Bella Tank,This is a variable product called a Bella Tank,"Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.",Clothing-Women,Bras-Tanks,variable,29,http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
WT02,Zoe Tank,This is a variable product called a Zoe Tank,"The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.",Clothing-Women,Bras-Tanks,variable,29,http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
WT03,Nora Practice Tank,This is a variable product called a Nora Practice Tank,"A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!",Clothing-Women,Bras-Tanks,variable,39,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
WT04,Nona Fitness Tank,This is a variable product called a Nona Fitness Tank,"It doesn't matter if your goal is 5 miles or an hour of Vinyasa, because our Nona Fitness Tank does it all. You don't have to sacrifice either -- this v-neck top categorys smooth, chafe-free seams and a breathable mesh back insert. Cute, too.",Clothing-Women,Bras-Tanks,variable,39,http://eimages.valtim.com/acme-images/product/w/t/wt04-blue_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
WT05,Leah Yoga Top,This is a variable product called a Leah Yoga Top,"The Leah Yoga Top offers a practical, comfortable upper that will not compromise your style. Body hugging fit and interior shelf bra make it suitable for active or leisure pursuits.",Clothing-Women,Bras-Tanks,variable,39,http://eimages.valtim.com/acme-images/product/w/t/wt05-purple_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
WT06,Chloe Compete Tank,This is a variable product called a Chloe Compete Tank,"You've earned your figure, so stay cool and let it do all the talking in the form-fitted, sleek racerback Chloe Compete Tank. Designed for total range of motion and performance, the Nona is made with highly breathable mesh fabric.",Clothing-Women,Bras-Tanks,variable,39,http://eimages.valtim.com/acme-images/product/w/t/wt06-blue_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
WT07,Maya Tunic,This is a variable product called a Maya Tunic,"With abutted seams and moisture wicking capacity, the Maya Tunic lets you work out in complete comfort.",Clothing-Women,Bras-Tanks,variable,29,http://eimages.valtim.com/acme-images/product/w/t/wt07-green_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
WT08,Antonia Racer Tank,This is a variable product called a Antonia Racer Tank,"You won't know what you like best about the Antonia Racer Tank: soft, stretchy, lightweight fabric? Super-cute colorblocked details? Whatever it is, this piece is sure to quickly move to the top of your workout rotation.",Clothing-Women,Bras-Tanks,variable,34,http://eimages.valtim.com/acme-images/product/w/t/wt08-black_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
WT09,Breathe-Easy Tank,This is a variable product called a Breathe-Easy Tank,"The Breathe Easy Tank is so soft, lightweight, and comfortable, you won't even know it's there -- until its high-tech Cocona&reg; fabric starts wicking sweat away from your body to help you stay dry and focused. Layer it over your favorite sports bra and get moving.",Clothing-Women,Bras-Tanks,variable,34,http://eimages.valtim.com/acme-images/product/w/t/wt09-white_main.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MG04,Aim Analog Watch,This is a simple product called Aim Analog Watch,"Stay light-years ahead of the competition with our Aim Analog Watch. The flexible, rubberized strap is contoured to conform to the shape of your wrist for a comfortable all-day fit. The face categorys three illuminated hands, a digital read-out of the current time, and stopwatch functions.",Gear,Watches,simple,45,http://eimages.valtim.com/acme-images/product/m/g/mg04-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MG01,Endurance Watch,This is a simple product called Endurance Watch,"It's easy to track and monitor your training progress with the Endurance Watch. You'll see standard info like time, date and day of the week, but it also functions for the serious high-mileage athete: lap counter, stopwatch, distance, heart rate, speed/pace, cadence and altitude.",Gear,Watches,simple,49,http://eimages.valtim.com/acme-images/product/m/g/mg01-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MG03,Summit Watch,This is a simple product called Summit Watch,"Trek high and low in the attractive Summit Watch, which categorys a digital LED display with time and date, stopwatch, lap counter, and 3-second backlight. It can also calculate the number of steps taken and calories burned.",Gear,Watches,simple,54,http://eimages.valtim.com/acme-images/product/m/g/mg03-br-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MG05,Cruise Dual Analog Watch,This is a simple product called Cruise Dual Analog Watch,"Whether you're traveling or wish you were, you'll never let time zones perplex you again with the Cruise Dual Analog Watch. The thick, adjustable band promises a comfortable, personalized fit to this classy, modern time piece.",Gear,Watches,simple,55,http://eimages.valtim.com/acme-images/product/m/g/mg05-br-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MG02,Dash Digital Watch,This is a simple product called Dash Digital Watch,"The Dash Digital Watch will challenge you to push harder and longer. Log workouts by date, average, and segment times, and recharge by setting hydration and nutrition alarms. This watch is styled with a sleek, square face and durable rubber strap for a long life.",Gear,Watches,simple,92,http://eimages.valtim.com/acme-images/product/m/g/mg02-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG09,Luma Analog Watch,This is a simple product called Luma Analog Watch,"Designed to stand up to your active lifestyle, this women's Luma Analog Watch categorys a tasteful brushed chrome finish and a stainless steel, water-resistant construction for lasting durability.",Gear,Watches,simple,43,http://eimages.valtim.com/acme-images/product/w/g/wg09-gr-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG01,Bolo Sport Watch,This is a simple product called Bolo Sport Watch,"The Bolo Sport Watch is sleek, sporty and sized just right to fit your smaller wrist. Easy to read and set up, it categorys a large digital face and button-activated alarm and stopwatch. The soft-touch resin band promises no-pinch comfort, while the water-resistant design lets you take your workout to the lap pool.",Gear,Watches,simple,49,http://eimages.valtim.com/acme-images/product/w/g/wg01-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG03,Clamber Watch,This is a simple product called Clamber Watch,"Keep track of time on the treadmill or trail with our Clamber Watch. The flexible, rubberized strap is contoured to conform to your wrist for a comfortable fit all day. The face categorys an illuminated digital read-out of the current time and stopwatch functions.",Gear,Watches,simple,54,http://eimages.valtim.com/acme-images/product/w/g/wg03-gr-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG02,Didi Sport Watch,This is a simple product called Didi Sport Watch,"The Didi Sport Watch helps you keep your workout plan down to the second. The vertical, digital face looks sleek and futuristic. This watch is programmed with tons of helpful categorys such as a timer, an alarm clock, a pedometer, and more to help make your excercise more productive.",Gear,Watches,simple,92,http://eimages.valtim.com/acme-images/product/w/g/wg02-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG085,Sprite Yoga Strap 6 foot,This is a simple product called Sprite Yoga Strap 6 foot,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap's 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",Gear,Fitness-Equipment,simple,14,http://eimages.valtim.com/acme-images/product/l/u/luma-yoga-strap.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG086,Sprite Yoga Strap 8 foot,This is a simple product called Sprite Yoga Strap 8 foot,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap's 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",Gear,Fitness-Equipment,simple,17,http://eimages.valtim.com/acme-images/product/l/u/luma-yoga-strap.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG087,Sprite Yoga Strap 10 foot,This is a simple product called Sprite Yoga Strap 10 foot,"The Sprite Yoga Strap is your untiring partner in demanding stretches, holds and alignment routines. The strap's 100% organic cotton fabric is woven tightly to form a soft, textured yet non-slip surface. The plastic clasp buckle is easily adjustable, lightweight and durable under strain.",Gear,Fitness-Equipment,simple,21,http://eimages.valtim.com/acme-images/product/l/u/luma-yoga-strap.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG081-gray,Sprite Stasis Ball 55 cm,This is a simple product called Sprite Stasis Ball 55 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,23,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball-gray.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG081-pink,Sprite Stasis Ball 55 cm,This is a simple product called Sprite Stasis Ball 55 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,23,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball-pink.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG081-blue,Sprite Stasis Ball 55 cm,This is a simple product called Sprite Stasis Ball 55 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,23,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG082-gray,Sprite Stasis Ball 65 cm,This is a simple product called Sprite Stasis Ball 65 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,27,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball-gray.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG082-pink,Sprite Stasis Ball 65 cm,This is a simple product called Sprite Stasis Ball 65 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,27,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball-pink.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG082-blue,Sprite Stasis Ball 65 cm,This is a simple product called Sprite Stasis Ball 65 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,27,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG083-gray,Sprite Stasis Ball 75 cm,This is a simple product called Sprite Stasis Ball 75 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,32,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball-gray.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG083-pink,Sprite Stasis Ball 75 cm,This is a simple product called Sprite Stasis Ball 75 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,32,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball-pink.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG083-blue,Sprite Stasis Ball 75 cm,This is a simple product called Sprite Stasis Ball 75 cm,"The Sprite Stasis Ball gives you the toned abs, sides, and back you want by amping up your core workout. With bright colors and a burst-resistant design, it's a must-have for every hard-core exercise addict. Use for abdominal conditioning, balance training, yoga, or even physical therapy.",Gear,Fitness-Equipment,simple,32,http://eimages.valtim.com/acme-images/product/l/u/luma-stability-ball.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-UG06,Affirm Water Bottle ,This is a simple product called Affirm Water Bottle ,"You'll stay hydrated with ease with the Affirm Water Bottle by your side or in hand. Measurements on the outside help you keep track of how much you're drinking, while the screw-top lid prevents spills. A metal carabiner clip allows you to attach it to the outside of a backpack or bag for easy access.",Gear,Fitness-Equipment,simple,7,http://eimages.valtim.com/acme-images/product/u/g/ug06-lb-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-UG07,Dual Handle Cardio Ball,This is a simple product called Dual Handle Cardio Ball,"Make the most of your limited workout window with our Dual-Handle Cardio Ball. The 15-lb ball maximizes the effort-impact to your abdominal, upper arm and lower-body muscles. It categorys a handle on each side for a firm, secure grip.",Gear,Fitness-Equipment,simple,12,http://eimages.valtim.com/acme-images/product/u/g/ug07-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-UG04,Zing Jump Rope,This is a simple product called Zing Jump Rope,"One of the world's simplest and most portable exercise devices, a jump rope enables endless variations and fitness output. The Zing Jump Rope goes anywhere and can be used any time. It is adjustable in length and has contoured foam handles for a great grip.",Gear,Fitness-Equipment,simple,12,http://eimages.valtim.com/acme-images/product/u/g/ug04-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-UG02,Pursuit Lumaflex&trade; Tone Band,This is a simple product called Pursuit Lumaflex&trade; Tone Band,"Save your knees and joints while strengthening arms, legs and core with the Pursuit Lumaflex&trade; Tone Band. This ultra-durable training tool lets you complete a full-body workout free of bulky machines or free weights.",Gear,Fitness-Equipment,simple,16,http://eimages.valtim.com/acme-images/product/u/g/ug02-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-UG05,Go-Get'r Pushup Grips,This is a simple product called Go-Get'r Pushup Grips,"The Go-Get'r Pushup Grips safely provide the extra range of motion you need for a deep-dip routine targeting core, shoulder, chest and arm strength. Do fewer pushups using more energy, getting better results faster than the standard floor-level technique yield.",Gear,Fitness-Equipment,simple,19,http://eimages.valtim.com/acme-images/product/u/g/ug05-gr-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-UG01,Quest Lumaflex&trade; Band,This is a simple product called Quest Lumaflex&trade; Band,"From leg extensions and standing squats to a full range of floor routines, the Quest Strength Band brings your own personal gym with you everywhere you go. Designed to add extra resistance to any training session, this strength band helps you tone and define your muscles. You'll love the extra comfort of its grippy handles and adjustable design.",Gear,Fitness-Equipment,simple,19,http://eimages.valtim.com/acme-images/product/u/g/ug01-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG084,Sprite Foam Yoga Brick,This is a simple product called Sprite Foam Yoga Brick,"Our top-selling yoga prop, the 4-inch, high-quality Sprite Foam Yoga Brick is popular among yoga novices and studio professionals alike. An essential yoga accessory, the yoga brick is a critical tool for finding balance and alignment in many common yoga poses. Choose from 5 color options.",Gear,Fitness-Equipment,simple,5,http://eimages.valtim.com/acme-images/product/l/u/luma-yoga-brick.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WG088,Sprite Foam Roller,This is a simple product called Sprite Foam Roller,"It hurts so good to use the Sprite Foam Roller on achy, tired muscles for myofascial massage therapy. Or you can add this fundamental piece to your Pilates and yoga accouterment, or apply towards core stability, strengthening and balance exercise. ",Gear,Fitness-Equipment,simple,19,http://eimages.valtim.com/acme-images/product/l/u/luma-foam-roller.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-UG03,Harmony Lumaflex&trade; Strength Band Kit ,This is a simple product called Harmony Lumaflex&trade; Strength Band Kit ,Forget fancy machines and costly memberships - the Harmony Lumaflex&trade; Stength Band Kit is all you need for an amazing workout. The kit has everything you need for a range of strengthening and toning exercises.,Gear,Fitness-Equipment,simple,22,http://eimages.valtim.com/acme-images/product/u/g/ug03-bk-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MB01,Joust Duffle Bag,This is a simple product called Joust Duffle Bag,"The sporty Joust Duffle Bag can't be beat - not in the gym, not on the luggage carousel, not anywhere. Big enough to haul a basketball or soccer ball and some sneakers with plenty of room to spare, it's ideal for athletes with places to go.",Gear,Bags,simple,34,http://eimages.valtim.com/acme-images/product/m/b/mb01-blue-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MB04,Strive Shoulder Pack,This is a simple product called Strive Shoulder Pack,"Convenience is next to nothing when your day is crammed with action. So whether you're heading to class, gym, or the unbeaten path, make sure you've got your Strive Shoulder Pack stuffed with all your essentials, and extras as well.",Gear,Bags,simple,32,http://eimages.valtim.com/acme-images/product/m/b/mb04-black-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MB03,Crown Summit Backpack,This is a simple product called Crown Summit Backpack,"The Crown Summit Backpack is equally at home in a gym locker, study cube or a pup tent, so be sure yours is packed with books, a bag lunch, water bottles, yoga block, laptop, or whatever else you want in hand. Rugged enough for day hikes and camping trips, it has two large zippered compartments and padded, adjustable shoulder straps.",Gear,Bags,simple,38,http://eimages.valtim.com/acme-images/product/m/b/mb03-black-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MB05,Wayfarer Messenger Bag,This is a simple product called Wayfarer Messenger Bag,"Perfect for class, work or the gym, the Wayfarer Messenger Bag is packed with pockets. The dual-buckle flap closure reveals an organizational panel, and the roomy main compartment has spaces for your laptop and a change of clothes. An adjustable shoulder strap and easy-grip handle promise easy carrying.",Gear,Bags,simple,45,http://eimages.valtim.com/acme-images/product/m/b/mb05-black-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MB06,Rival Field Messenger,This is a simple product called Rival Field Messenger,"The Rival Field Messenger packs all your campus, studio or trail essentials inside a unique design of soft, textured leather - with loads of character to spare. Two exterior pockets keep all your smaller items handy, and the roomy interior offers even more space.",Gear,Bags,simple,45,http://eimages.valtim.com/acme-images/product/m/b/mb06-gray-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-MB02,10 kg Fusion Backpack,This is a simple product called Fusion Backpack,"With the Fusion Backpack strapped on, every trek is an adventure - even a bus ride to work. That's partly because two large zippered compartments store everything you need, while a front zippered pocket and side mesh pouches are perfect for stashing those little extras, in case you change your mind and take the day off.",Gear,Bags,simple,59,http://eimages.valtim.com/acme-images/product/m/b/mb02-gray-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-UB02,20 kg Impulse Duffle,This is a simple product called Impulse Duffle,"Good for beach trips, track meets, yoga retreats and more, the Impulse Duffle is the companion you'll want at your side. A large U-shaped opening makes packing a hassle-free affair, while a zippered interior pocket keeps jewelry and other small valuables safely tucked out of sight.",Gear,Bags,simple,74,http://eimages.valtim.com/acme-images/product/u/b/ub02-black-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WB01,Voyage Yoga Bag,This is a simple product called Voyage Yoga Bag,"Everything you need for a trip to the gym will fit inside this surprisingly spacious Voyage Yoga Bag. Stock it with a water bottle, change of clothes, pair of shoes, and even a few beauty products. Fits inside a locker and zips shut for security.",Gear,Bags,simple,32,http://eimages.valtim.com/acme-images/product/w/b/wb01-black-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WB02,Compete Track Tote,This is a simple product called Compete Track Tote,"The Compete Track Tote holds a host of exercise supplies with ease. Stash your towel, jacket and street shoes inside. Tuck water bottles in easy-access external spaces. Perfect for trips to gym or yoga studio, with dual top handles for convenience to and from.",Gear,Bags,simple,32,http://eimages.valtim.com/acme-images/product/w/b/wb02-green-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WB05,Savvy Shoulder Tote,This is a simple product called Savvy Shoulder Tote,"Powerwalking to the gym or strolling to the local coffeehouse, the Savvy Shoulder Tote lets you stash your essentials in sporty style! A top-loading compartment provides quick and easy access to larger items, while zippered pockets on the front and side hold cash, credit cards and phone.",Gear,Bags,simple,32,http://eimages.valtim.com/acme-images/product/w/b/wb05-red-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WB06,Endeavor Daytrip Backpack,This is a simple product called Endeavor Daytrip Backpack,"With more room than it appears, the Endeavor Daytrip Backpack will hold a whole day's worth of books, binders and gym clothes. The spacious main compartment includes a dedicated laptop sleeve. Two other compartments offer extra storage space.",Gear,Bags,simple,33,http://eimages.valtim.com/acme-images/product/w/b/wb06-red-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WB03,Uner 10$ Driven Backpack,This is a simple product called Driven Backpack,"School books, camp gear and yoga clothes get along just fine in the all-purpose Driven Backpack. Crafted with tough polyester ripstop fabric, it's outfitted with rubberized end panels and padded, adjustable shoulder straps. The roomy main compartment categorys molded foam pockets that host everything you need.",Gear,Bags,simple,36,http://eimages.valtim.com/acme-images/product/w/b/wb03-purple-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WB07,50 kilogram Overnight Duffle,This is a simple product called Overnight Duffle,"For long weekends away, camping outings and business trips, the Overnight Duffle can't be beat. The dual handles make it a cinch to carry, while the durable waterproof exterior helps you worry less about the weather. With multiple organizational pockets inside and out, it's the perfect travel companion.",Gear,Bags,simple,45,http://eimages.valtim.com/acme-images/product/w/b/wb07-brown-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
24-WB04,5$ Push It Messenger Bag,This is a simple product called Push It Messenger Bag,"The name says so, but the Push It Messenger Bag is much more than a busy commuter's tote. It's a closet away from home when you're pedaling from class or work to gym and back or home again. It's the perfect size and shape for laptop, folded clothes, even extra shoes.",Gear,Bags,simple,45,http://eimages.valtim.com/acme-images/product/w/b/wb04-blue-0.jpg,,{},,,,"{""overall"":1000,""catalog"":999}",{},
